coco_id,caption,dense_caption,prompt,target_path,seg_path,generated_path,modality,experiment_id,guidance_scale,controlnet_conditioning_scale,num_inference_steps,LPIPS_Distance,DreamSim_Distance,CLIP_Score
2685,A crowd of people stand near a man behind a bar with wine bottles on it.,"Several people are gathered around a wooden bar counter inside a restaurant, tasting room, or social event space. A man stands behind the counter near shelves filled with wine bottles while customers stand close together and talk in small groups. The room appears warmly lit.","Several people are gathered around a wooden bar counter inside a restaurant, tasting room, or social event space. A man stands behind the counter near shelves filled with wine bottles while customers stand close together and talk in small groups. The room appears warmly lit.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000002685/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000002685/seg.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000002685/generated.png,dense_text_plus_seg,6,7.5,0.5,20,0.6988,0.4338,31.9447
6763,A man and a women posing next to one another in front of a table.,"A man and a woman sit close together at a table inside a dimly lit restaurant or bar. The man wears a dress shirt and tie and has his arm around the smiling woman beside him. Plates, utensils, and drinks are visible on the table.","A man and a woman sit close together at a table inside a dimly lit restaurant or bar. The man wears a dress shirt and tie and has his arm around the smiling woman beside him. Plates, utensils, and drinks are visible on the table.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000006763/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000006763/seg.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000006763/generated.png,dense_text_plus_seg,6,7.5,0.5,20,0.7128,0.5314,31.2943
87144,A baby sitting between a lady and a man on a bench under a tree.,"A woman, a young child, and an elderly man sit on a park bench beneath the shade of a tree. The woman sits on the left wearing a patterned dress, the child sits near the center, and the older man sits on the right wearing.","A woman, a young child, and an elderly man sit on a park bench beneath the shade of a tree. The woman sits on the left wearing a patterned dress, the child sits near the center, and the older man sits on the right wearing.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000087144/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000087144/seg.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000087144/generated.png,dense_text_plus_seg,6,7.5,0.5,20,0.5751,0.2884,34.883
2157,A table topped with a cake covered in berries next to a plate of sandwiches.,"A table covered with a red tablecloth is arranged with desserts and party food in an outdoor or bright dining setting. A large cake topped with blueberries and raspberries sits near the front beside plates of sandwiches, bread, grapes, wine glasses, napkins, and stacked dishes.","A table covered with a red tablecloth is arranged with desserts and party food in an outdoor or bright dining setting. A large cake topped with blueberries and raspberries sits near the front beside plates of sandwiches, bread, grapes, wine glasses, napkins, and stacked dishes.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000002157/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000002157/seg.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000002157/generated.png,dense_text_plus_seg,6,7.5,0.5,20,0.6853,0.3765,37.6667
14226,A person is sitting in a chair at a table with a laptop computer.,A man sits alone in a passenger train or railcar while using a laptop computer on a fold-out table in front of him. He wears a jacket and looks downward toward the screen with a focused expression. A large window beside him shows blurred scenery.,A man sits alone in a passenger train or railcar while using a laptop computer on a fold-out table in front of him. He wears a jacket and looks downward toward the screen with a focused expression. A large window beside him shows blurred scenery.,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000014226/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000014226/seg.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000014226/generated.png,dense_text_plus_seg,6,7.5,0.5,20,0.6673,0.4488,37.4912
35279,"A man laying his head down next to electronics, a butterfly, and a book.","A cluttered workspace or floor area contains several electronic devices and accessories arranged close together. A laptop displays a simple image on its screen, while a smartphone, cables, speakers, papers, a bottle, and other gadgets sit nearby. Part of a person’s face appears near the.","A cluttered workspace or floor area contains several electronic devices and accessories arranged close together. A laptop displays a simple image on its screen, while a smartphone, cables, speakers, papers, a bottle, and other gadgets sit nearby. Part of a person’s face appears near the.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000035279/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000035279/seg.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000035279/generated.png,dense_text_plus_seg,6,7.5,0.5,20,0.7125,0.4784,31.8642
31620,A woman in a white dress and a man in gray stand near a cake on a white table under a white canopy.,"Inside a large white event tent, a woman in a white dress and a man in a gray suit stand near a decorated table. The table is covered with a white cloth and appears to hold a cake or centerpiece. Soft light filters through the.","Inside a large white event tent, a woman in a white dress and a man in a gray suit stand near a decorated table. The table is covered with a white cloth and appears to hold a cake or centerpiece. Soft light filters through the.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000031620/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000031620/seg.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000031620/generated.png,dense_text_plus_seg,6,7.5,0.5,20,0.6774,0.5104,35.4933
95707,Several pastries sitting on aluminum foil next to a bowl with a knife and spatula in it.,"Several pastries and baked goods are arranged on aluminum foil on a table, with a bowl, knife, and spatula placed nearby for serving. The food includes rectangular pieces and a pale frosted or light-colored dessert item, suggesting a dessert spread or homemade baked selection. The.","Several pastries and baked goods are arranged on aluminum foil on a table, with a bowl, knife, and spatula placed nearby for serving. The food includes rectangular pieces and a pale frosted or light-colored dessert item, suggesting a dessert spread or homemade baked selection. The.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000095707/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000095707/seg.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000095707/generated.png,dense_text_plus_seg,6,7.5,0.5,20,0.7305,0.7069,31.4352
54605,Milkshake in tall glass and piece of cake on plate near forks.,"A tall milkshake in a glass is topped with whipped cream and placed on a restaurant table beside a slice of layered cake on a white plate. A fork, napkins, and other table items sit nearby, while the background is dim and softly blurred. The.","A tall milkshake in a glass is topped with whipped cream and placed on a restaurant table beside a slice of layered cake on a white plate. A fork, napkins, and other table items sit nearby, while the background is dim and softly blurred. The.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000054605/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000054605/seg.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000054605/generated.png,dense_text_plus_seg,6,7.5,0.5,20,0.7179,0.3686,35.1639
27620,A laptop sitting on a desk next to a chair and another computer.,"A small home office or study area contains a glass-top desk, a laptop computer, a chair, and additional electronic equipment. The desk is positioned near a wall with windows and blinds, and another chair sits in front of the workspace. Cables, accessories, and a cup.","A small home office or study area contains a glass-top desk, a laptop computer, a chair, and additional electronic equipment. The desk is positioned near a wall with windows and blinds, and another chair sits in front of the workspace. Cables, accessories, and a cup.",/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000027620/target.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000027620/seg.png,/Users/yixiaoz/Desktop/cs348k_proj/outputs/controlNetScale/controlnet_seg/cfg_7p5_control_0p5/000000027620/generated.png,dense_text_plus_seg,6,7.5,0.5,20,0.6268,0.2767,34.4367
